GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,UUIDType,11,3,0,0,2,1,2,1,2,1
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,IntegerType,11,20,6,2,2,6,4,3,0,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,LocalDateTimeType,30,11,6,0,7,5,7,2,4,2
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,SqlTimeType,30,10,4,0,8,5,7,2,5,2
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,LongType,11,20,6,2,2,6,4,3,0,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,SqlDateType,30,10,4,0,8,5,7,2,5,2
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,BigDecimalType,19,3,4,0,6,1,5,1,3,1
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,ShortType,25,6,8,0,7,1,6,1,2,1
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,SqlTimestampType,30,10,4,0,8,5,7,2,5,2
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,FloatType,25,6,8,0,7,1,6,1,2,1
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,LocalTimeType,32,11,6,0,8,5,7,2,4,2
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,DoubleType,25,6,8,0,7,1,6,1,2,1
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.standard,StringType,0,9,0,0,0,3,0,3,0,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.annotation,Enumerated.EnumType,0,24,0,0,0,3,0,1,0,1
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.annotation,Temporal.TemporalType,0,34,0,0,0,4,0,1,0,1
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.annotation,GeneratedValue.GenerationType,0,54,0,0,0,6,0,1,0,1
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.sql,SqlUpdateImpl,37,0,0,0,10,0,5,0,5,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.sql,SqlCountImpl,40,0,0,0,10,0,5,0,5,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.sql,SqlSelectExecutor,125,0,2,0,25,0,8,0,7,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.sql,SqlSelectImpl,144,0,8,0,29,0,18,0,14,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.audit,AuditingEntityListener.new AuditorProvider() {...},7,6,0,0,2,1,1,1,1,1
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.audit,AuditingEntityListener,358,45,21,1,73,11,35,4,24,4
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.enumeration,EnumOrdinalType,110,0,12,0,25,0,12,0,6,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.enumeration,EnumStringType,37,66,6,6,7,18,7,5,2,4
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoBatchUpdateImpl,286,0,20,0,55,0,27,0,17,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoSelectExecutor,276,799,41,53,56,157,31,34,1,17
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoDeleteImpl,38,78,3,3,7,18,6,7,3,7
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoBatchDeleteExecutor,223,0,16,0,48,0,15,0,7,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoUpdateImpl,295,0,16,0,63,0,27,0,19,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoBatchDeleteImpl,159,0,12,0,33,0,19,0,13,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoInsertExecutor,48,211,11,19,10,47,11,11,2,5
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoBatchInsertExecutor,330,0,36,0,67,0,26,0,8,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoSelectImpl,435,334,41,19,75,75,43,33,15,31
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoBatchUpdateExecutor,409,0,50,0,85,0,35,0,10,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoAnyDeleteImpl,68,0,6,0,16,0,11,0,8,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoUpdateExecutor,418,0,54,0,90,0,37,0,10,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoInsertImpl,124,77,10,2,20,15,8,7,2,7
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoAnyDeleteExecutor,101,0,2,0,27,0,6,0,5,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoDeleteExecutor,68,142,8,6,12,33,7,7,1,6
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.query.auto,AutoBatchInsertImpl,244,0,18,0,43,0,21,0,12,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.mapper,SqlEntityRowMapper,115,0,12,0,27,0,10,0,4,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.mapper,AutoEntityRowMapper,23,107,2,6,5,22,2,5,0,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.lob,LobStringType,23,0,0,0,3,0,3,0,3,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type.lob,LobByteArrayType,54,0,4,0,9,0,6,0,4,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type,TextConversionException,18,0,0,0,7,0,3,0,3,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type,ValueTypeRegistry,171,252,21,15,33,52,24,9,8,7
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type,ValueType,4,0,0,0,1,0,1,0,1,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type,SqlValueConversionException,27,0,0,0,10,0,4,0,4,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type,SqlParameterBindException,9,0,0,0,4,0,2,0,2,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.type,ValueTypeNotFoundException,10,0,0,0,4,0,2,0,2,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core,SqlMapperContext,15,51,0,0,5,14,5,14,5,14
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core,SqlMapperException,13,0,0,0,6,0,3,0,3,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core,SqlMapper,406,33,51,3,39,7,48,4,21,4
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.id,UUIDGenerator,45,0,4,0,10,0,7,0,5,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.id,TableIdIncrementer,225,0,10,0,56,0,12,0,7,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.id,IdGenerator,17,0,2,0,4,0,2,0,1,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.id,IdentityIdGenerator,54,31,10,2,9,5,9,4,3,4
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.id,TableIdContext,297,0,50,0,8,0,44,0,19,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.id,SequenceIdGenerator,100,0,12,0,18,0,15,0,9,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.id,TableIdGenerator,101,0,12,0,18,0,14,0,8,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.id,AllocatableIdGenerator.IdContext,72,0,8,0,11,0,6,0,2,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.id,AllocatableIdGenerator,29,0,0,0,4,0,4,0,4,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.simple,SimpleWhere,4,3,0,0,2,1,1,1,1,1
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.simple,AbstractWhere,9,108,4,10,1,27,4,9,0,6
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.simple,SimpleWhereVisitor,8,201,3,19,1,47,3,16,0,8
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.simple,Exp,2,31,1,1,1,11,1,5,0,5
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.simple,WhereTerm,0,13,0,0,0,4,0,3,0,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.simple,SimpleWhereBuilder,0,35,1,1,0,9,1,5,0,5
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,OperationHandler,92,92,7,9,21,23,6,8,2,4
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,VisitorContext,0,93,0,0,0,20,0,11,0,11
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,MetamodelWhereVisitor,0,77,0,0,0,15,0,5,0,5
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,ArithmeticOpHandler,11,91,3,1,1,19,2,3,0,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,ExpressionVisitor,117,284,16,12,22,65,14,6,1,5
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,BooleanOpHandler,0,73,0,0,0,15,0,3,0,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,LikeOpHandler,26,45,4,2,7,14,4,3,0,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,ComparisionOpHandler,33,210,9,5,3,43,6,5,0,4
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,MetamodelWhere,4,9,0,0,2,2,1,2,1,2
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,UnaryOpHandler,0,64,0,0,0,14,0,3,0,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.where.metamodel,FuncOpHandler,72,27,7,1,19,8,7,3,1,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.dialect,H2Dialect,19,5,4,0,6,2,5,2,2,2
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.dialect,DialectBase,47,7,4,0,14,3,7,3,5,3
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.dialect,PostgresDialect,24,0,4,0,8,0,7,0,4,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.dialect,SqliteDialect,20,0,4,0,8,0,7,0,4,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.dialect,OracleLegacyDialect,132,0,22,0,37,0,16,0,4,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.dialect,HsqlDialect,24,0,4,0,8,0,7,0,4,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.dialect,OracleDialect,56,0,8,0,18,0,13,0,7,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.dialect,StandardDialect,20,0,4,0,8,0,7,0,4,0
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.naming,DefaultNamingRule,0,146,1,23,0,33,1,15,0,4
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.util,ClassUtils,34,76,16,16,13,23,15,7,2,4
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.util,QueryUtils,115,18,19,1,28,4,15,2,5,2
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.util,NameUtils,42,38,8,4,10,9,8,2,2,2
sqlmapper-spring-boot-autoconfigure/sqlmapper-core,com.github.mygreen.sqlmapper.core.util,NumberConvertUtils,383,22,97,5,101,7,64,2,13,2
